Time, Energy
100, 2052
100, 1617
100, 343
101, 1262
101, 422
101, 306
101, 231
101, 397
101, 232
101, 332
102, 1490
102, 511
102, 225
102, 211
103, 480
104, 212
104, 211
104, 144
104, 1129
104, 1090
104, 703
104, 2092
104, 423
105, 340
105, 101
105, 545
105, 828
105, 450
106, 407
106, 933
106, 1290
107, 904
107, 60
108, 639
108, 175
108, 380
108, 156
109, 187
109, 56
109, 308
109, 1374
109, 1100
110, 1102
111, 612
111, 249
112, 395
112, 111
112, 1416
113, 239
113, 759
113, 409
114, 306
114, 930
114, 126
115, 1111
115, 737
115, 2344
115, 726
116, 1110
116, 1139
116, 108
116, 724
117, 331
117, 201
118, 180
118, 2572
118, 394
118, 662
118, 1385
119, 223
119, 633
119, 165
120, 170
120, 699
120, 391
121, 220
121, 72
121, 1042
122, 905
122, 658
123, 62
123, 275
123, 210
123, 935
124, 254
124, 619
124, 633
125, 348
125, 815
126, 2102
126, 69
127, 258
127, 395
127, 707
127, 283
128, 209
128, 128
128, 225
129, 2082
129, 168
129, 65
129, 524
130, 560
130, 85
130, 273
131, 593
131, 300
131, 1082
131, 153
131, 170
133, 464
133, 658
133, 325
133, 459
133, 496
133, 199
134, 136
134, 1978
134, 365
134, 1564
134, 1090
134, 1856
135, 176
135, 1374
135, 366
135, 256
136, 1116
137, 90
137, 1598
137, 2073
137, 325
138, 271
139, 83
139, 173
140, 97
140, 552
141, 378
141, 68
141, 1923
141, 283
142, 772
142, 768
142, 276
142, 46
143, 340
144, 164
144, 299
144, 259
144, 157
144, 309
145, 498
145, 360
145, 572
145, 186
146, 151
146, 407
146, 102
146, 196
146, 540
146, 568
147, 286
147, 950
148, 91
148, 160
148, 185
149, 323
150, 275
150, 270
150, 655
150, 408
150, 220
150, 1091
152, 781
152, 408
152, 157
152, 735
153, 1210
153, 194
153, 149
154, 189
155, 1090
155, 1920
156, 160
156, 74
156, 565
156, 630
156, 111
156, 462
156, 1029
157, 263
158, 291
158, 1157
159, 295
159, 549
159, 368
159, 129
159, 157
160, 211
160, 295
161, 661
161, 130
161, 296
162, 752
162, 1783
162, 294
163, 240
163, 214
163, 301
164, 359
165, 403
165, 1995
165, 462
165, 91
166, 242
167, 1228
167, 156
167, 1821
167, 573
168, 165
168, 1217
168, 211
168, 126
168, 277
169, 253
169, 844
169, 229
171, 244
171, 612
172, 566
173, 368
173, 1089
173, 405
173, 47
174, 242
174, 189
174, 339
175, 401
176, 544
177, 87
178, 165
178, 108
178, 512
178, 490
178, 333
178, 129
178, 322
179, 151
179, 1493
179, 124
179, 309
179, 1097
